ID,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice
438,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Unf,7,1926,2004,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,PConc,TA,TA,No,884,GasA,Gd,Y,SBrkr,1,0,2,1,TA,4,Detchd,1926,Unf,1,180,TA,TA,Y,NA,NA,1,2009,WD,Normal,119000
439,RL,40,4280,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,1913,2002,Gable,CompShg,WdShing,Stucco,TA,TA,PConc,TA,TA,No,440,GasA,TA,N,SBrkr,1,0,2,1,Gd,4,Detchd,1990,Unf,1,352,Gd,TA,P,MnPrv,NA,3,2007,WD,Normal,90350
440,RL,67,12354,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,8,1920,2000,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,Fa,Mn,684,GasA,Gd,Y,SBrkr,1,0,3,1,Gd,7,Detchd,2005,Unf,2,528,TA,TA,Y,GdPrv,Shed,8,2009,ConLI,Normal,110000
441,RL,105,15431,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,Ex,TA,Gd,3094,GasA,Ex,Y,SBrkr,2,0,2,1,Ex,10,Attchd,2008,Fin,3,672,TA,TA,Y,NA,NA,4,2009,WD,Normal,555000
442,RL,92,12108,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,4,1955,1955,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,No,1440,GasA,TA,N,FuseF,2,0,4,2,Fa,8,NA,NA,NA,0,0,NA,NA,Y,NA,NA,9,2008,WD,Normal,118000
443,RM,52,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,1930,1992,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,TA,TA,No,1078,GasA,TA,Y,SBrkr,2,0,3,1,TA,8,Detchd,1930,Unf,2,360,TA,TA,P,NA,NA,6,2008,WD,Normal,162900
444,RL,53,3922,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,5,2006,2007,Gable,CompShg,WdShing,Wd Shng,Gd,TA,PConc,Ex,TA,Av,1258,GasA,Ex,Y,SBrkr,2,0,2,1,Gd,6,Attchd,2007,Fin,3,648,TA,TA,Y,NA,NA,6,2007,New,Partial,172500
445,RL,70,8750,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,PConc,Gd,TA,No,915,GasA,Ex,Y,SBrkr,2,1,4,1,Gd,8,Attchd,1994,Unf,2,493,TA,TA,Y,NA,NA,7,2008,WD,Normal,210000
446,RL,73,9855,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,1436,GasA,Fa,Y,SBrkr,1,0,3,1,TA,7,Attchd,1956,Unf,2,480,TA,TA,Y,MnPrv,NA,11,2009,COD,Normal,127500
447,RL,137,16492,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NAmes,PosA,Norm,1Fam,1Story,6,1966,2002,Gable,CompShg,BrkFace,Plywood,Gd,TA,CBlock,TA,TA,No,1517,GasA,Ex,Y,SBrkr,2,1,2,1,Gd,6,Attchd,1966,Fin,2,578,TA,TA,Y,NA,NA,6,2010,WD,Normal,190000
448,RL,NA,11214,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,930,GasA,Gd,Y,SBrkr,2,1,4,1,Gd,10,Attchd,1998,Fin,2,431,TA,TA,Y,NA,NA,7,2006,WD,Normal,199900
449,RM,50,8600,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,No,780,GasA,TA,Y,SBrkr,2,0,3,1,TA,7,Detchd,1937,Unf,1,198,TA,TA,N,NA,NA,6,2006,WD,Normal,119500
450,RM,50,6000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,7,1948,2002,Gable,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,No,649,GasA,Ex,Y,SBrkr,1,1,2,1,TA,6,Detchd,1981,Unf,1,308,TA,TA,Y,NA,NA,6,2007,WD,Normal,120000
451,RM,70,5684,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,8,1930,2005,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,TA,No,813,GasA,Ex,Y,FuseA,1,0,2,1,Gd,5,Detchd,1932,Unf,1,270,Fa,Fa,N,NA,NA,6,2006,WD,Normal,110000
452,RL,62,70761,Pave,NA,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,5,1975,1975,Gable,WdShngl,Plywood,Plywood,TA,TA,CBlock,Gd,TA,Gd,1533,GasA,TA,Y,SBrkr,2,0,2,1,Gd,5,Attchd,1975,Unf,2,576,TA,TA,Y,NA,NA,12,2006,WD,Normal,280000
453,RL,NA,9303,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,5,1996,1997,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,No,872,GasA,Ex,Y,SBrkr,2,1,3,1,TA,7,Attchd,1996,Fin,2,422,TA,TA,Y,NA,NA,7,2007,WD,Normal,204000
454,FV,75,9000,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,768,GasA,Ex,Y,SBrkr,2,1,3,1,Gd,6,Attchd,2008,RFn,2,676,TA,TA,Y,NA,NA,6,2009,WD,Normal,210000
455,RL,63,9297,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,1976,1976,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,No,1728,GasA,TA,Y,SBrkr,2,0,4,2,TA,8,Detchd,1976,Unf,2,560,TA,TA,Y,NA,NA,7,2006,WD,Family,188000
456,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,1973,1973,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,1242,GasA,Fa,Y,SBrkr,1,1,3,1,TA,6,Attchd,1973,Unf,2,528,TA,TA,Y,NA,NA,9,2007,WD,Normal,175500
457,RM,34,4571,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,1916,1950,Gable,CompShg,AsbShng,AsbShng,TA,TA,BrkTil,TA,TA,No,624,GasA,Fa,N,SBrkr,1,0,4,1,TA,7,Detchd,1916,Unf,3,513,Fa,Fa,Y,NA,NA,5,2008,COD,Abnorml,98000
458,RL,NA,53227,Pave,NA,IR1,Low,AllPub,CulDSac,Mod,ClearCr,Norm,Norm,1Fam,1Story,6,1954,1994,Flat,Tar&Grv,Plywood,Plywood,TA,TA,CBlock,Gd,TA,Gd,1364,GasA,Ex,Y,SBrkr,1,0,2,1,Gd,6,Attchd,1954,Fin,2,529,TA,TA,Y,NA,NA,3,2008,WD,Normal,256000
459,RM,NA,5100,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,TA,Gd,PConc,TA,TA,No,588,GasA,Fa,Y,SBrkr,1,0,3,1,Gd,7,Detchd,1925,Unf,1,228,TA,TA,Y,MnPrv,NA,6,2008,WD,Normal,161000
460,RL,NA,7015,Pave,NA,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,1950,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,709,GasA,TA,Y,SBrkr,1,0,3,1,Gd,5,Detchd,1950,Unf,1,352,TA,TA,Y,NA,NA,7,2009,WD,Normal,110000
461,FV,75,8004,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,RRAn,Norm,1Fam,2Story,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,832,GasA,Ex,Y,SBrkr,2,1,3,1,TA,8,BuiltIn,2009,Fin,2,552,TA,TA,Y,NA,NA,12,2009,New,Partial,263435
462,RL,60,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,9,1936,2007,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,Gd,PConc,Gd,Gd,No,560,GasA,Ex,Y,SBrkr,1,0,3,1,Gd,6,Detchd,1971,RFn,2,576,TA,TA,Y,MnPrv,NA,4,2009,WD,Normal,155000
463,RL,60,8281,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,864,GasA,Gd,Y,SBrkr,1,0,3,1,TA,5,Detchd,1965,Unf,1,360,TA,TA,Y,GdWo,NA,12,2009,WD,Normal,62383
464,RL,74,11988,Pave,NA,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,7,1934,1995,Hip,CompShg,Stucco,Stucco,TA,TA,CBlock,TA,TA,No,715,GasA,Fa,Y,FuseA,1,1,3,1,TA,6,Detchd,1939,Unf,1,240,TA,TA,Y,NA,NA,8,2008,WD,Normal,188700
465,RL,60,8430,Pave,NA,Reg,HLS,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,1978,1978,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,No,1040,GasA,TA,Y,SBrkr,2,0,3,1,TA,5,NA,NA,NA,0,0,NA,NA,Y,NA,NA,8,2009,WD,Normal,124000
466,RM,NA,3072,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,1375,GasA,Ex,Y,SBrkr,2,0,2,1,Gd,6,Attchd,2004,Fin,2,398,TA,TA,Y,NA,NA,5,2006,WD,Normal,178740
467,RL,85,10628,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,1970,1970,Flat,Tar&Grv,Plywood,Plywood,TA,Gd,CBlock,TA,Gd,Gd,1277,GasA,TA,Y,SBrkr,1,0,2,1,TA,5,Attchd,1970,Unf,2,526,TA,TA,Y,GdWo,NA,4,2007,WD,Normal,167000
468,RL,79,9480,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,2Story,7,1942,1995,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,728,GasA,Ex,Y,SBrkr,1,1,3,1,Gd,7,Attchd,1942,Unf,1,312,TA,TA,Y,NA,NA,6,2007,WD,Normal,146500
469,RL,98,11428,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,1626,GasA,Ex,Y,SBrkr,2,0,3,1,Gd,7,Attchd,2006,RFn,3,866,TA,TA,Y,NA,NA,5,2007,WD,Normal,250000
470,RL,76,9291,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,No,832,GasA,Ex,Y,SBrkr,2,1,3,1,Gd,7,Attchd,1993,RFn,2,506,TA,TA,Y,NA,NA,6,2008,WD,Normal,187000
471,RL,NA,6820,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,5,1985,1985,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,Av,1488,GasA,TA,Y,SBrkr,1,1,1,1,Gd,4,Attchd,1985,RFn,2,528,TA,TA,Y,NA,NA,6,2010,WD,Normal,212000
472,RL,92,11952,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,1977,1977,Mansard,WdShake,WdShing,Plywood,TA,TA,CBlock,Gd,TA,No,808,GasA,TA,Y,SBrkr,2,1,3,1,TA,8,Attchd,1977,RFn,2,534,TA,TA,Y,NA,NA,11,2007,WD,Normal,190000
473,RM,35,3675,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Gd,547,GasA,Ex,Y,SBrkr,1,0,2,1,TA,5,Basment,2005,RFn,2,525,TA,TA,Y,NA,NA,6,2008,WD,Normal,148000
474,RL,110,14977,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,Gd,1976,GasA,Ex,Y,SBrkr,2,0,2,1,Gd,7,Attchd,2006,RFn,3,908,TA,TA,Y,NA,NA,7,2007,New,Partial,440000
475,RL,41,5330,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,5,2000,2000,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,Av,1494,GasA,Ex,Y,SBrkr,2,0,2,1,Ex,6,Attchd,2000,RFn,2,499,TA,TA,Y,NA,NA,8,2007,WD,Normal,251000
476,RL,80,8480,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,1963,1963,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,970,GasA,TA,Y,SBrkr,1,0,2,1,TA,5,Detchd,1996,Unf,2,624,TA,TA,Y,NA,NA,7,2007,WD,Normal,132500
477,RL,75,13125,Pave,NA,Reg,Lvl,AllPub,Inside,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Gd,1478,GasA,Ex,Y,SBrkr,2,0,3,1,Gd,7,Attchd,1997,Fin,2,508,TA,TA,Y,NA,NA,4,2008,WD,Normal,208900
478,RL,105,13693,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,Gd,TA,Av,2153,GasA,Ex,Y,SBrkr,2,1,3,1,Ex,9,BuiltIn,2006,Fin,3,694,TA,TA,Y,NA,NA,3,2007,WD,Normal,380000
479,RL,79,10637,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,2007,2008,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,Gd,1705,GasA,Ex,Y,SBrkr,2,0,3,1,Gd,7,Attchd,2007,RFn,3,826,TA,TA,Y,NA,NA,9,2009,WD,Normal,297000
480,RM,50,5925,Pave,NA,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,7,1937,2000,Hip,CompShg,Stucco,Stucco,TA,TA,BrkTil,Fa,TA,No,907,GasA,TA,Y,SBrkr,1,0,2,1,TA,7,Detchd,1995,Unf,2,672,TA,TA,Y,MnPrv,NA,3,2007,WD,Alloca,89471
481,RL,98,16033,Pave,NA,IR1,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,Gd,1833,GasA,Ex,Y,SBrkr,2,0,3,1,Gd,8,Attchd,2004,Fin,3,772,TA,TA,Y,NA,NA,3,2006,WD,Normal,326000
482,RL,72,11846,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,Gd,1792,GasA,Ex,Y,SBrkr,2,0,2,1,Ex,6,Attchd,2003,Fin,3,874,TA,TA,Y,NA,NA,8,2006,WD,Normal,374000
483,RM,50,2500,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,1915,2005,Gable,CompShg,Stucco,Stucco,Gd,TA,PConc,TA,TA,No,910,GasA,Ex,Y,SBrkr,1,1,4,1,Ex,7,Attchd,1915,Unf,1,164,Fa,Fa,Y,NA,NA,6,2009,WD,Normal,155000
484,RM,32,4500,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,Twnhs,1Story,5,1998,1998,Hip,CompShg,VinylSd,VinylSd,TA,TA,PConc,Ex,TA,No,1216,GasA,Ex,Y,SBrkr,2,0,2,1,TA,5,Attchd,1998,Unf,2,402,TA,TA,Y,NA,NA,5,2006,WD,Normal,164000
485,RL,NA,7758,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,7,1962,2001,Gable,CompShg,HdBoard,Plywood,TA,Gd,CBlock,TA,TA,No,999,GasA,Gd,Y,SBrkr,1,0,3,1,Gd,6,Detchd,1963,Unf,1,264,TA,TA,Y,NA,NA,3,2007,WD,Normal,132500
486,RL,80,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1950,2007,Gable,CompShg,MetalSd,MetalSd,Gd,TA,CBlock,TA,TA,No,1113,GasA,Gd,Y,SBrkr,1,0,3,1,Gd,5,Attchd,1950,Unf,1,264,TA,TA,Y,NA,NA,7,2009,WD,Normal,147000
487,RL,79,10289,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,1073,GasA,TA,Y,SBrkr,1,1,3,1,TA,6,Attchd,1965,RFn,2,515,TA,TA,Y,NA,NA,6,2007,WD,Normal,156000
488,RL,70,12243,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,1971,1971,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,Gd,TA,Av,1484,GasA,Gd,Y,SBrkr,2,0,3,1,TA,7,Attchd,1971,Unf,2,487,TA,TA,Y,NA,NA,2,2007,WD,Normal,175000
489,RL,60,10800,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,4,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Fa,CBlock,TA,Fa,No,954,GasA,TA,N,FuseA,2,0,3,2,TA,10,Attchd,1970,Unf,2,520,TA,Fa,N,NA,NA,5,2006,ConLD,Normal,160000
490,RM,21,1526,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,8,1970,2002,Gable,CompShg,CemntBd,CmentBd,TA,Gd,CBlock,Gd,TA,Av,630,GasA,TA,Y,SBrkr,1,0,1,1,Gd,3,Attchd,1970,Unf,1,286,TA,TA,Y,NA,NA,5,2009,WD,Normal,86000
491,RM,NA,2665,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,6,1976,1976,Gable,CompShg,CemntBd,CmentBd,TA,TA,PConc,Gd,TA,Mn,264,GasA,TA,Y,SBrkr,1,1,3,1,TA,4,BuiltIn,1976,Fin,1,336,TA,TA,Y,NA,NA,6,2008,WD,Normal,115000
492,RL,79,9490,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,7,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,806,GasA,TA,Y,FuseA,1,0,3,1,Fa,5,Attchd,1941,Unf,1,240,TA,TA,Y,MnPrv,NA,8,2006,WD,Normal,133000
493,RL,105,15578,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,728,GasA,Gd,Y,SBrkr,2,1,3,1,TA,8,Attchd,2006,RFn,2,429,TA,TA,Y,NA,NA,5,2006,New,Partial,172785
494,RL,70,7931,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,CBlock,TA,TA,No,1269,GasA,TA,Y,FuseA,1,1,3,1,TA,6,Detchd,1964,Unf,1,308,TA,TA,Y,NA,NA,6,2008,WD,Normal,155000
495,RM,50,5784,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,8,1938,1996,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,Fa,TA,No,190,GasA,Gd,Y,FuseA,1,0,2,1,TA,4,Attchd,1938,Unf,1,273,TA,TA,Y,NA,NA,12,2009,WD,Normal,91300
496,C (all),60,7879,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,720,GasA,TA,N,FuseA,1,0,2,1,TA,4,NA,NA,NA,0,0,NA,NA,N,GdWo,NA,11,2009,WD,Abnorml,34900
497,RL,NA,12692,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,5,1992,1993,Hip,CompShg,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,No,3200,GasA,Ex,Y,SBrkr,3,0,4,1,Gd,10,Attchd,1992,RFn,2,546,TA,TA,Y,NA,NA,5,2007,WD,Normal,430000
498,RL,60,9120,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,PConc,TA,TA,No,1026,GasA,Ex,Y,SBrkr,2,0,4,1,TA,8,Detchd,1925,Unf,1,240,TA,TA,N,GdPrv,NA,6,2008,WD,Normal,184000
499,RL,65,7800,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,7,1967,2004,Hip,CompShg,HdBoard,HdBoard,TA,TA,PConc,TA,TA,No,864,GasA,Ex,Y,SBrkr,1,0,3,1,Gd,5,Attchd,1967,Fin,1,288,TA,TA,Y,MnPrv,NA,6,2009,WD,Normal,130000
500,RL,70,7535,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,1958,1985,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,912,GasA,Fa,Y,SBrkr,1,0,2,1,TA,5,Attchd,1958,Fin,1,297,TA,TA,Y,MnWw,Shed,6,2007,WD,Normal,120000
501,RM,21,1890,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,672,GasA,TA,Y,SBrkr,1,1,3,1,TA,7,Detchd,1973,Unf,1,264,TA,TA,Y,NA,NA,5,2007,WD,Normal,113000
502,FV,75,9803,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,866,GasA,Gd,Y,SBrkr,2,1,3,1,Gd,7,Attchd,2005,RFn,2,603,TA,TA,Y,NA,NA,2,2008,WD,Normal,226700
503,RL,70,9170,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,7,1965,1965,Hip,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,1214,GasA,Ex,Y,SBrkr,1,0,2,1,TA,6,Detchd,1965,Unf,2,461,Fa,Fa,Y,GdPrv,Shed,4,2007,WD,Normal,140000
504,RL,100,15602,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,8,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,CBlock,TA,TA,No,1501,GasA,TA,Y,SBrkr,2,0,1,1,TA,6,Attchd,1959,Fin,2,484,TA,TA,Y,GdWo,NA,3,2010,WD,Normal,289000
505,RL,24,2308,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,5,1974,1974,Gable,CompShg,Plywood,Brk Cmn,TA,TA,CBlock,TA,TA,No,855,GasA,TA,Y,SBrkr,2,1,3,1,TA,6,Attchd,1974,Unf,2,440,TA,TA,Y,NA,NA,6,2009,WD,Normal,147000
506,RM,60,7596,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,960,GasA,Gd,Y,SBrkr,2,0,4,2,TA,10,Detchd,1952,Unf,2,400,TA,TA,N,NA,NA,7,2009,COD,Normal,124500
507,RL,80,9554,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,777,GasA,Ex,Y,SBrkr,2,1,3,1,Gd,8,Attchd,1993,RFn,2,471,TA,TA,Y,NA,NA,9,2006,WD,Normal,215000
508,FV,75,7862,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,1218,GasA,Ex,Y,SBrkr,2,0,2,1,Gd,4,Attchd,2009,Fin,2,676,TA,TA,Y,NA,NA,9,2009,New,Partial,208300
